pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,discoverymethod,disc_year,pl_controv_flag,sy_dist
Kepler-297 b,Kepler-297,38.871826,0.217,2.87,48.5,16.464,509.0,5619.0,0.915,0.927,Transit,2014.0,0,692.14
Kepler-297 c,Kepler-297,74.920137,0.336,6.54,42.1,6.86,409.0,5619.0,0.915,0.927,Transit,2014.0,0,692.14
Kepler-297 d,Kepler-297,150.0189511,0.523,32.6,,2.62,325.0,5618.0,0.897,0.846,Transit,2023.0,0,692.14
Kepler-298 b,Kepler-298,10.475464,0.08,1.96,4.5,24.707,540.0,4465.0,0.582,0.66,Transit,2014.0,0,518.204
Kepler-298 c,Kepler-298,22.92881,0.136,1.93,4.38,8.696,416.0,4465.0,0.582,0.66,Transit,2014.0,0,518.204
Kepler-298 d,Kepler-298,77.473633,0.305,2.5,6.8,1.715,277.0,4465.0,0.582,0.66,Transit,2014.0,0,518.204
Kepler-299 b,Kepler-299,2.927128,0.04,1.32,2.3,622.067,1258.0,5617.0,1.032,1.004,Transit,2014.0,0,1052.24
Kepler-299 c,Kepler-299,6.885875,0.07,2.65,7.51,198.554,946.0,5617.0,1.032,1.004,Transit,2014.0,0,1052.24
Kepler-299 d,Kepler-299,15.054786,0.118,1.86,4.12,69.96,729.0,5617.0,1.032,1.004,Transit,2014.0,0,1052.24
Kepler-299 e,Kepler-299,38.285489,0.22,1.87,4.16,20.174,534.0,5617.0,1.032,1.004,Transit,2014.0,0,1052.24
Kepler-30 b,Kepler-30,29.33434,0.18,3.9,11.3,16.379,524.0,5498.0,0.95,0.99,Transit,2012.0,0,914.221
Kepler-30 c,Kepler-30,60.323105,0.3,12.3,640.0,6.217,411.0,5498.0,0.95,0.99,Transit,2012.0,0,914.221
Kepler-30 d,Kepler-30,143.34394,0.5,8.8,23.1,1.962,308.0,5498.0,0.95,0.99,Transit,2012.0,0,914.221
Kepler-300 b,Kepler-300,10.446347,0.094,1.67,3.43,265.186,812.0,5986.0,0.9,1.07,Transit,2014.0,0,1098.45
Kepler-300 c,Kepler-300,40.714955,0.232,2.25,5.69,43.248,516.0,5986.0,0.9,1.07,Transit,2014.0,0,1098.45
Kepler-301 b,Kepler-301,2.508553,0.036,1.35,2.39,665.437,1278.0,5815.0,0.9,1.022,Transit,2014.0,0,719.166
Kepler-301 c,Kepler-301,5.419026,0.06,1.35,2.39,238.481,989.0,5815.0,0.9,1.022,Transit,2014.0,0,719.166
Kepler-301 d,Kepler-301,13.751243,0.112,1.75,3.71,68.931,725.0,5815.0,0.9,1.022,Transit,2014.0,0,719.166
Kepler-302 b,Kepler-302,30.184104,0.193,4.06,15.5,31.247,634.0,5740.0,1.22,1.021,Transit,2014.0,0,1402.58
Kepler-302 c,Kepler-302,127.282184,0.503,12.45,,4.585,392.0,5740.0,1.22,1.021,Transit,2014.0,0,1402.58
Kepler-303 b,Kepler-303,1.937055,0.024,0.89,0.64,145.436,802.0,3944.0,0.485,0.575,Transit,2014.0,0,209.738
Kepler-303 c,Kepler-303,7.061149,0.057,1.14,1.55,25.851,521.0,3944.0,0.485,0.575,Transit,2014.0,0,209.738
Kepler-304 b,Kepler-304,3.295709,0.039,2.86,8.55,139.146,875.0,4731.0,0.687,0.737,Transit,2014.0,0,434.684
Kepler-304 c,Kepler-304,5.315946,0.054,2.17,5.35,73.598,746.0,4731.0,0.687,0.737,Transit,2014.0,0,434.684
Kepler-304 d,Kepler-304,9.653471,0.08,2.75,8.0,33.16,611.0,4731.0,0.687,0.737,Transit,2014.0,0,434.684
Kepler-304 e,Kepler-304,1.499146953,0.02317,1.2,1.87,397.254,1137.0,4817.0,0.73,0.8,Transit,2016.0,0,434.684
Kepler-305 b,Kepler-305,5.487,0.05746,3.6,10.5,112.914,836.0,5080.0,0.8,0.76,Transit,2013.0,0,868.477
Kepler-305 c,Kepler-305,8.291,0.07568,3.3,6.0,65.1,728.0,5080.0,0.8,0.76,Transit,2013.0,0,868.477
Kepler-305 d,Kepler-305,16.74,0.12091,2.76,6.2,25.523,576.0,5090.0,0.792,0.827,Transit,2014.0,0,868.477
Kepler-305 e,Kepler-305,3.20538,0.04017,1.7938153,3.87,220.4,1000.0,4974.0,0.827279,0.82,Transit,2020.0,0,868.477
Kepler-306 b,Kepler-306,4.646186,0.05,1.52,2.92,127.255,830.0,4954.0,0.719,0.75,Transit,2014.0,0,775.679
Kepler-306 c,Kepler-306,7.240193,0.067,2.35,6.12,70.449,716.0,4954.0,0.719,0.75,Transit,2014.0,0,775.679
Kepler-306 d,Kepler-306,17.326644,0.12,2.47,6.66,21.983,535.0,4954.0,0.719,0.75,Transit,2014.0,0,775.679
Kepler-306 e,Kepler-306,44.840975,0.227,2.27,5.77,6.185,390.0,4954.0,0.719,0.75,Transit,2014.0,0,775.679
Kepler-307 b,Kepler-307,10.4208,0.09359,2.43,7.44,59.7,797.0,5367.0,0.814,0.907,Transit,2013.0,0,575.581
Kepler-307 c,Kepler-307,13.0729,0.10896,2.2,3.64,44.0,739.0,5367.0,0.814,0.907,Transit,2013.0,0,575.581
Kepler-308 b,Kepler-308,9.694928,0.09,2.12,5.14,108.64,833.0,5895.0,0.941,0.92,Transit,2014.0,0,1335.92
Kepler-308 c,Kepler-308,15.38231,0.123,2.16,5.31,58.679,714.0,5895.0,0.941,0.92,Transit,2014.0,0,1335.92
Kepler-309 b,Kepler-309,5.923653,0.059,1.56,3.05,99.493,531.0,4713.0,0.721,0.816,Transit,2014.0,0,544.568
Kepler-309 c,Kepler-309,105.356383,0.401,2.51,6.85,2.142,204.0,4713.0,0.721,0.816,Transit,2014.0,0,544.568
Kepler-31 b,Kepler-31,20.8613,0.16,5.5,36.7418,91.474,781.0,6340.0,1.22,1.21,Transit,2011.0,0,1664.64
Kepler-31 c,Kepler-31,42.6318,0.26,5.3,1493.7,35.254,615.0,6340.0,1.22,1.21,Transit,2011.0,0,1664.64
Kepler-31 d,Kepler-31,87.6451,0.4,3.9,2161.244,11.8,484.0,6340.0,1.22,1.21,Transit,2014.0,0,1664.64
Kepler-310 b,Kepler-310,13.930698,0.111,1.19,1.81,45.97,665.0,5797.0,0.876,0.854,Transit,2014.0,0,602.268
Kepler-310 c,Kepler-310,56.47542,0.281,3.38,11.4,7.109,417.0,5797.0,0.876,0.854,Transit,2014.0,0,602.268
Kepler-310 d,Kepler-310,92.876125,0.392,2.47,7.0,3.664,353.0,5797.0,0.876,0.854,Transit,2014.0,0,602.268
Kepler-311 b,Kepler-311,9.176092,0.087,1.7,3.53,201.362,960.0,5905.0,1.188,0.994,Transit,2014.0,0,778.654
Kepler-311 c,Kepler-311,19.738286,0.145,1.43,2.63,72.456,744.0,5905.0,1.188,0.994,Transit,2014.0,0,778.654
Kepler-311 d,Kepler-311,232.040326,0.7326,2.05,4.86,2.71,327.0,5903.0,1.156,0.974,Transit,2023.0,0,778.654
Kepler-312 b,Kepler-312,1.772419,0.031,1.29,2.21,4124.022,1685.0,6115.0,1.467,1.314,Transit,2014.0,0,797.72
Kepler-312 c,Kepler-312,19.747412,0.153,3.15,10.1,165.824,754.0,6115.0,1.467,1.314,Transit,2014.0,0,797.72
Kepler-313 b,Kepler-313,14.970418,0.125,2.53,6.94,142.4,883.0,5727.0,1.536,1.114,Transit,2014.0,0,1079.39524871
Kepler-313 c,Kepler-313,32.273273,0.208,2.57,7.13,51.1,683.0,5727.0,1.536,1.114,Transit,2014.0,0,1079.39524871
Kepler-314 b,Kepler-314,2.461069,0.035,0.83,0.498,488.674,1195.0,5378.0,0.95,0.99,Transit,2014.0,0,268.881
Kepler-314 c,Kepler-314,5.960392,0.064,2.9,8.75,149.977,890.0,5378.0,0.95,0.99,Transit,2014.0,0,268.881
Kepler-315 b,Kepler-315,96.101141,0.402,3.77,13.7,6.674,409.0,5796.0,1.037,0.831,Transit,2014.0,0,1160.63
Kepler-315 c,Kepler-315,265.469335,0.791,4.15,16.1,1.722,291.0,5796.0,1.037,0.831,Transit,2014.0,0,1160.63
Kepler-316 b,Kepler-316,2.240508,0.027,1.06,1.2,164.776,837.0,4204.0,0.52,0.587,Transit,2014.0,0,384.938
Kepler-316 c,Kepler-316,6.827766,0.058,1.16,1.65,37.377,577.0,4204.0,0.52,0.587,Transit,2014.0,0,384.938
Kepler-317 b,Kepler-317,5.524242,0.061,2.09,109.8,151.652,976.0,5497.0,0.941,0.865,Transit,2014.0,0,940.584
Kepler-317 c,Kepler-317,8.77501,0.083,1.72,3.61,81.761,837.0,5497.0,0.941,0.865,Transit,2014.0,0,940.584
Kepler-318 b,Kepler-318,4.662715,0.056,4.71,19.9,333.149,1039.0,5746.0,1.189,1.073,Transit,2014.0,0,489.141
Kepler-318 c,Kepler-318,11.815007,0.105,3.68,13.1,96.513,762.0,5746.0,1.189,1.073,Transit,2014.0,0,489.141
Kepler-319 b,Kepler-319,4.362705,0.051,1.63,3.29,253.665,1023.0,5526.0,0.903,0.933,Transit,2014.0,0,503.436
Kepler-319 c,Kepler-319,6.941357,0.069,2.63,7.41,136.343,876.0,5526.0,0.903,0.933,Transit,2014.0,0,503.436
Kepler-319 d,Kepler-319,31.781925,0.191,2.29,5.86,17.962,528.0,5526.0,0.903,0.933,Transit,2014.0,0,503.436
Kepler-32 b,Kepler-32,5.90124,0.05,2.2,1303.0,22.025,514.0,3900.0,0.53,0.58,Transit,2011.0,0,323.847
Kepler-32 c,Kepler-32,8.7522,0.09,2.0,158.9,10.68,451.0,3900.0,0.53,0.58,Transit,2011.0,0,323.847
Kepler-32 d,Kepler-32,22.7802,0.13,2.7,39.9089,3.631,328.0,3900.0,0.53,0.58,Transit,2012.0,0,323.847
Kepler-32 e,Kepler-32,2.896,0.033,1.5,4.08181,56.649,652.0,3900.0,0.53,0.58,Transit,2012.0,0,323.847
Kepler-32 f,Kepler-32,0.74296,0.013,0.82,969.228,349.645,1026.0,3900.0,0.53,0.58,Transit,2012.0,0,323.847
Kepler-320 b,Kepler-320,8.371554,0.085,1.14,1.55,280.559,1292.0,6435.0,1.108,1.072,Transit,2014.0,0,826.613
Kepler-320 c,Kepler-320,17.934937,0.142,1.37,2.45,101.619,1002.0,6435.0,1.108,1.072,Transit,2014.0,0,826.613
Kepler-321 b,Kepler-321,4.915379,0.057,1.77,3.78,296.155,1042.0,5740.0,1.194,1.024,Transit,2014.0,0,384.542
Kepler-321 c,Kepler-321,13.093921,0.11,2.32,5.99,80.103,752.0,5740.0,1.194,1.024,Transit,2014.0,0,384.542
Kepler-322 b,Kepler-322,1.653888,0.027,1.01,1.01,735.179,1373.0,5388.0,0.89,0.908,Transit,2014.0,0,400.48
Kepler-322 c,Kepler-322,4.337234,0.051,1.67,3.43,203.406,996.0,5388.0,0.89,0.908,Transit,2014.0,0,400.48
Kepler-323 b,Kepler-323,1.678328,0.02778,1.381,3.9,1900.0,1838.0,6004.0,1.12,1.015,Transit,2014.0,0,454.883
Kepler-323 c,Kepler-323,3.5538229,0.0458,1.57,6.8,700.0,1431.0,6004.0,1.12,1.015,Transit,2014.0,0,454.883
Kepler-324 b,Kepler-324,4.385315,0.05,1.14,2414.4,194.34,935.0,5194.0,0.84,0.901,Transit,2014.0,0,501.574
Kepler-324 c,Kepler-324,51.805612,0.26,3.15,6.2,7.233,410.0,5194.0,0.84,0.901,Transit,2014.0,0,501.574
Kepler-324 e,Kepler-324,13.97939968,0.10972,2.03862444,235.014,38.9,635.0,5191.0,0.826,0.844,Transit,2021.0,0,501.574
Kepler-325 b,Kepler-325,4.544439,0.053,2.91,8.8,210.554,1017.0,5752.0,1.003,0.914,Transit,2014.0,0,823.242
Kepler-325 c,Kepler-325,12.762172,0.105,2.54,6.99,53.044,721.0,5752.0,1.003,0.914,Transit,2014.0,0,823.242
Kepler-325 d,Kepler-325,38.715185,0.22,2.79,8.2,12.083,498.0,5752.0,1.003,0.914,Transit,2014.0,0,823.242
Kepler-326 b,Kepler-326,2.248329,0.032,1.52,44.6,783.449,1127.0,5105.0,0.801,0.91,Transit,2014.0,0,487.675
Kepler-326 c,Kepler-326,4.580358,0.051,1.4,17.4,303.62,889.0,5105.0,0.801,0.91,Transit,2014.0,0,487.675
Kepler-326 d,Kepler-326,6.766888,0.066,1.21,6.9,180.644,781.0,5105.0,0.801,0.91,Transit,2014.0,0,487.675
Kepler-327 b,Kepler-327,2.549575,0.029,1.11,1.41,73.056,682.0,3799.0,0.492,0.591913,Transit,2014.0,0,241.987
Kepler-327 c,Kepler-327,5.212333,0.047,1.03,20.3,28.272,537.0,3799.0,0.492,0.591913,Transit,2014.0,0,241.987
Kepler-327 d,Kepler-327,13.969457,0.09,1.73,3.64,7.59,387.0,3799.0,0.492,0.591913,Transit,2014.0,0,241.987
Kepler-328 b,Kepler-328,34.921,0.2199,2.3,28.5,57.079,602.0,6064.0,1.06,1.15,Transit,2013.0,0,2213.19
Kepler-328 c,Kepler-328,71.312,0.354,5.4,39.4,22.025,475.0,6064.0,1.06,1.15,Transit,2013.0,0,2213.19
Kepler-329 b,Kepler-329,7.416397,0.061,1.4,2.54,40.689,547.0,4257.0,0.523,0.602,Transit,2014.0,0,439.719
Kepler-329 c,Kepler-329,18.684737,0.113,1.93,4.38,11.869,402.0,4257.0,0.523,0.602,Transit,2014.0,0,439.719
Kepler-33 b,Kepler-33,5.66793,0.0677,1.74,3.68,744.011,1336.0,5904.0,1.82,1.291,Transit,2011.0,0,1209.16
Kepler-33 c,Kepler-33,13.17562,0.1189,3.2,0.39,241.759,1009.0,5904.0,1.82,1.291,Transit,2011.0,0,1209.16
Kepler-33 d,Kepler-33,21.77596,0.1662,5.35,3.91,123.691,853.0,5904.0,1.82,1.291,Transit,2011.0,0,1209.16
Kepler-33 e,Kepler-33,31.7844,0.2138,4.02,5.57,74.72,752.0,5904.0,1.82,1.291,Transit,2011.0,0,1209.16
Kepler-33 f,Kepler-33,41.02902,0.2535,4.46,9.6,53.183,691.0,5904.0,1.82,1.291,Transit,2011.0,0,1209.16
Kepler-330 b,Kepler-330,8.25978,0.075,1.35,2.39,66.578,714.0,5117.0,0.722,0.848,Transit,2014.0,0,717.527
Kepler-330 c,Kepler-330,15.955387,0.116,1.95,4.46,27.676,573.0,5117.0,0.722,0.848,Transit,2014.0,0,717.527
Kepler-331 b,Kepler-331,8.457496,0.065,1.82,3.97,35.984,540.0,4347.0,0.492,0.653,Transit,2014.0,0,580.119
Kepler-331 c,Kepler-331,17.28111,0.105,1.84,4.04,13.888,425.0,4347.0,0.492,0.653,Transit,2014.0,0,580.119
Kepler-331 d,Kepler-331,32.134328,0.159,1.64,3.33,6.065,346.0,4347.0,0.492,0.653,Transit,2014.0,0,580.119
Kepler-332 b,Kepler-332,7.626324,0.07,1.17,1.71,53.712,703.0,4955.0,0.72,0.743,Transit,2014.0,0,344.19
Kepler-332 c,Kepler-332,15.995622,0.114,1.09,1.32,19.986,550.0,4955.0,0.72,0.743,Transit,2014.0,0,344.19
Kepler-332 d,Kepler-332,34.21154,0.189,1.18,1.76,7.253,427.0,4955.0,0.72,0.743,Transit,2014.0,0,344.19
Kepler-333 b,Kepler-333,12.551158,0.087,1.32,28.2,16.819,480.0,4259.0,0.534,0.601,Transit,2014.0,0,324.413
Kepler-333 c,Kepler-333,24.08821,0.135,1.11,1.41,7.049,386.0,4259.0,0.534,0.601,Transit,2014.0,0,324.413
Kepler-334 b,Kepler-334,5.470319,0.061,1.12,1.46,300.982,1090.0,5828.0,1.068,1.022,Transit,2014.0,0,426.59
Kepler-334 c,Kepler-334,12.758005,0.107,1.43,2.63,97.21,822.0,5828.0,1.068,1.022,Transit,2014.0,0,426.59
Kepler-334 d,Kepler-334,25.09849,0.168,1.41,2.57,39.475,656.0,5828.0,1.068,1.022,Transit,2014.0,0,426.59
Kepler-335 b,Kepler-335,6.562331,0.075,3.39,11.4,721.124,1290.0,5877.0,1.854,1.367,Transit,2014.0,0,1278.97
Kepler-335 c,Kepler-335,67.844469,0.356,3.07,9.64,32.035,592.0,5877.0,1.854,1.367,Transit,2014.0,0,1278.97
Kepler-336 b,Kepler-336,2.024823,0.033,1.02,1.04,1652.5,1625.0,5867.0,1.304,1.09,Transit,2014.0,0,768.86
Kepler-336 c,Kepler-336,9.600001,0.092,2.1,5.06,206.91,967.0,5867.0,1.304,1.09,Transit,2014.0,0,768.86
Kepler-336 d,Kepler-336,20.678772,0.154,2.37,6.21,74.36,749.0,5867.0,1.304,1.09,Transit,2014.0,0,768.86
Kepler-337 b,Kepler-337,3.292781,0.045,1.54,2.99,1589.012,1458.0,5684.0,1.761,1.081,Transit,2014.0,0,677.975
Kepler-337 c,Kepler-337,9.693201,0.093,2.05,4.86,376.21,1017.0,5684.0,1.761,1.081,Transit,2014.0,0,677.975
Kepler-338 b,Kepler-338,13.726976,0.117,2.44,30.6,256.606,1005.0,5923.0,1.735,1.105,Transit,2014.0,0,552.798
Kepler-338 c,Kepler-338,24.310856,0.172,2.34,6.08,119.648,831.0,5923.0,1.735,1.105,Transit,2014.0,0,552.798
Kepler-338 d,Kepler-338,44.431014,0.257,3.0,9.27,53.556,680.0,5923.0,1.735,1.105,Transit,2014.0,0,552.798
Kepler-338 e,Kepler-338,9.341,0.08979,1.56,8.5,428.524,1143.0,5999.0,1.735,1.14,Transit Timing Variations,2014.0,0,552.798
Kepler-339 b,Kepler-339,4.977656,0.055,1.42,2.6,159.945,1023.0,5631.0,0.802,0.87,Transit,2014.0,0,616.637
Kepler-339 c,Kepler-339,6.988055,0.069,1.15,7.3,101.841,914.0,5631.0,0.802,0.87,Transit,2014.0,0,616.637
Kepler-339 d,Kepler-339,10.558345,0.091,1.17,14.7,58.651,796.0,5631.0,0.802,0.87,Transit,2014.0,0,616.637
Kepler-34 b,Kepler-34,288.822,1.0896,8.564,69.92,,,5913.0,1.1618,1.0479,Transit,2011.0,0,1800.82
Kepler-340 b,Kepler-340,14.844387,0.134,2.53,6.94,274.318,1092.0,6620.0,1.85,1.65,Transit,2014.0,0,808.762
Kepler-340 c,Kepler-340,22.824669,0.178,3.37,11.3,154.653,946.0,6620.0,1.85,1.65,Transit,2014.0,0,808.762
Kepler-341 b,Kepler-341,5.195528,0.06,1.18,1.76,422.097,1085.0,6012.0,1.024,0.976,Transit,2014.0,0,1047.03
Kepler-341 c,Kepler-341,8.01041,0.08,1.7,3.53,237.43,940.0,6012.0,1.024,0.976,Transit,2014.0,0,1047.03
Kepler-341 d,Kepler-341,27.666313,0.182,1.85,4.08,45.423,622.0,6012.0,1.024,0.976,Transit,2014.0,0,1047.03
Kepler-341 e,Kepler-341,42.473269,0.242,1.99,4.62,25.667,539.0,6012.0,1.024,0.976,Transit,2014.0,0,1047.03
Kepler-342 b,Kepler-342,15.170318,0.128,2.25,5.69,160.261,905.0,6175.0,1.472,1.213,Transit,2014.0,0,781.611
Kepler-342 c,Kepler-342,26.234138,0.185,1.96,4.5,77.29,754.0,6175.0,1.472,1.213,Transit,2014.0,0,781.611
Kepler-342 d,Kepler-342,39.459357,0.242,2.49,6.76,44.828,658.0,6175.0,1.472,1.213,Transit,2014.0,0,781.611
Kepler-342 e,Kepler-342,1.644224613,0.02909,0.88,0.615,3111.322,1897.0,6366.0,1.34,1.26,Transit,2016.0,0,781.611
Kepler-343 b,Kepler-343,8.96855,0.088,2.41,6.39,206.072,1024.0,5807.0,1.433,1.055,Transit,2014.0,0,927.193
Kepler-343 c,Kepler-343,23.22182,0.167,2.02,4.74,57.932,746.0,5807.0,1.433,1.055,Transit,2014.0,0,927.193
Kepler-344 b,Kepler-344,21.963945,0.153,2.61,7.32,27.327,643.0,5774.0,0.976,0.931,Transit,2014.0,0,1002.94
Kepler-344 c,Kepler-344,125.596809,0.488,2.95,9.01,2.673,360.0,5774.0,0.976,0.931,Transit,2014.0,0,1002.94
Kepler-345 b,Kepler-345,7.415563,0.066,0.74,0.48,35.37,622.0,4504.0,0.623,0.61,Transit,2014.0,0,260.0
Kepler-345 c,Kepler-345,9.387427,0.077,1.2,2.2,25.83,575.0,4504.0,0.623,0.61,Transit,2014.0,0,260.0
Kepler-346 b,Kepler-346,6.511127,0.071,2.66,7.56,134.357,1008.0,6033.0,1.021,0.943,Transit,2014.0,0,984.105
Kepler-346 c,Kepler-346,23.851549,0.168,3.07,9.64,23.812,654.0,6033.0,1.021,0.943,Transit,2014.0,0,984.105
Kepler-347 b,Kepler-347,12.79836,0.11,1.97,4.54,180.549,908.0,6088.0,1.005,0.922,Transit,2014.0,0,1298.88
Kepler-347 c,Kepler-347,27.320871,0.183,1.75,3.71,65.707,705.0,6088.0,1.005,0.922,Transit,2014.0,0,1298.88
Kepler-347 d,Kepler-347,85.517344,0.3802,3.04,9.48,12.75,482.0,5592.0,1.451,1.0,Transit,2023.0,0,1298.88
Kepler-348 b,Kepler-348,7.05677,0.076,1.52,2.92,438.942,1196.0,6177.0,1.359,1.189,Transit,2014.0,0,570.783
Kepler-348 c,Kepler-348,17.265427,0.138,1.33,2.33,133.259,888.0,6177.0,1.359,1.189,Transit,2014.0,0,570.783
Kepler-349 b,Kepler-349,5.929778,0.065,1.9,94.5,248.274,972.0,5956.0,0.927,1.083,Transit,2014.0,0,940.724
Kepler-349 c,Kepler-349,12.247629,0.105,1.96,4.5,94.491,763.0,5956.0,0.927,1.083,Transit,2014.0,0,940.724
Kepler-35 b,Kepler-35,131.458,0.60347,8.16,40.363,,,5606.0,1.0284,0.8877,Transit,2011.0,0,1819.17
Kepler-350 b,Kepler-350,11.189562,0.104,1.85,16.9,257.721,1037.0,6186.0,1.534,1.19,Transit,2014.0,0,956.859
Kepler-350 c,Kepler-350,17.849,0.1385,3.1,6.1,138.415,888.0,6492.3,1.25,1.0,Transit,2013.0,0,956.859
Kepler-350 d,Kepler-350,26.136,0.1786,2.8,14.9,83.237,782.0,6492.3,1.25,1.0,Transit,2013.0,0,956.859
Kepler-351 b,Kepler-351,37.054919,0.214,3.06,4.8,11.983,498.0,5643.0,0.854,0.81,Transit,2014.0,0,1083.91
Kepler-351 c,Kepler-351,57.24809,0.287,3.19,11.1,6.712,431.0,5643.0,0.854,0.81,Transit,2014.0,0,1083.91
Kepler-351 d,Kepler-351,142.544247,0.5177,2.72,7.85,1.989,318.0,5225.0,0.78,0.81,Transit,2016.0,0,1083.91
Kepler-352 b,Kepler-352,10.05537,0.085,0.86,0.566,50.389,694.0,5212.0,0.781,0.798,Transit,2014.0,0,252.733
Kepler-352 c,Kepler-352,16.332995,0.118,1.24,2.07,26.373,591.0,5212.0,0.781,0.798,Transit,2014.0,0,252.733
Kepler-352 d,Kepler-352,6.887279987,0.06574,0.80628032,0.449,81.3,788.0,5208.0,0.772,0.796,Transit,2021.0,0,252.733
Kepler-353 b,Kepler-353,5.795278,0.051,0.89,0.64,27.189,534.0,3903.0,0.504,0.553,Transit,2014.0,0,384.694
Kepler-353 c,Kepler-353,8.410894,0.065,1.38,2.48,16.561,472.0,3903.0,0.504,0.553,Transit,2014.0,0,384.694
Kepler-354 b,Kepler-354,5.47666,0.054,1.84,4.04,64.845,741.0,4648.0,0.674,0.652,Transit,2014.0,0,554.064
Kepler-354 c,Kepler-354,16.934402,0.115,1.31,2.27,14.404,508.0,4648.0,0.674,0.652,Transit,2014.0,0,554.064
Kepler-354 d,Kepler-354,24.209842,0.146,1.24,2.07,8.949,451.0,4648.0,0.674,0.652,Transit,2014.0,0,554.064
Kepler-355 b,Kepler-355,11.03189,0.102,1.46,2.73,154.803,840.0,6184.0,1.066,0.933,Transit,2014.0,0,1432.17
Kepler-355 c,Kepler-355,25.762294,0.179,2.71,7.8,49.973,633.0,6184.0,1.066,0.933,Transit,2014.0,0,1432.17
Kepler-356 b,Kepler-356,4.612696,0.057,1.57,3.09,844.979,1294.0,6133.0,1.335,1.163,Transit,2014.0,0,707.559
Kepler-356 c,Kepler-356,13.121632,0.115,1.81,3.93,209.368,913.0,6133.0,1.335,1.163,Transit,2014.0,0,707.559
Kepler-357 b,Kepler-357,6.475434,0.063,1.84,4.04,69.57,793.0,5036.0,0.834,0.794,Transit,2014.0,0,688.573
Kepler-357 c,Kepler-357,16.85837,0.12,2.67,7.61,19.404,576.0,5036.0,0.834,0.794,Transit,2014.0,0,688.573
Kepler-357 d,Kepler-357,49.499875,0.246,3.43,11.6,4.619,402.0,5036.0,0.834,0.794,Transit,2014.0,0,688.573
Kepler-358 b,Kepler-358,34.060467,0.21,2.72,7.85,21.805,554.0,5908.0,0.954,0.94,Transit,2014.0,0,1101.1
Kepler-358 c,Kepler-358,83.488369,0.381,2.85,8.5,6.599,411.0,5908.0,0.954,0.94,Transit,2014.0,0,1101.1
Kepler-359 b,Kepler-359,25.563222,0.178,3.53,12.2,23.9,671.0,6248.0,1.086,0.827,Transit,2014.0,0,1443.21
Kepler-359 c,Kepler-359,57.68802,0.307,4.3,2.9,8.1,512.0,6248.0,1.086,0.827,Transit,2014.0,0,1443.21
Kepler-359 d,Kepler-359,77.095691,0.372,4.01,2.7,5.5,464.0,6248.0,1.086,0.827,Transit,2014.0,0,1443.21
Kepler-36 b,Kepler-36,13.86825,0.11419,1.498,3.83,247.0,978.0,5979.0,1.634,1.034,Transit,2012.0,0,527.956
Kepler-36 c,Kepler-36,16.21865,0.12692,3.679,7.13,191.0,928.0,5979.0,1.634,1.034,Transit,2012.0,0,527.956
Kepler-360 b,Kepler-360,3.289672,0.044,1.65,3.36,415.434,1116.0,6053.0,1.058,0.994,Transit,2014.0,0,876.044
Kepler-360 c,Kepler-360,7.186434,0.075,2.1,5.06,146.5,860.0,6053.0,1.058,0.994,Transit,2014.0,0,876.044
Kepler-361 b,Kepler-361,8.486616,0.086,1.45,2.7,411.905,1060.0,6169.0,1.343,1.191,Transit,2014.0,0,930.32
Kepler-361 c,Kepler-361,55.188023,0.3,2.52,6.9,33.948,568.0,6169.0,1.343,1.191,Transit,2014.0,0,930.32
Kepler-362 b,Kepler-362,10.327186,0.087,0.88,0.615,207.336,838.0,5788.0,0.722,0.904,Transit,2014.0,0,1090.51
Kepler-362 c,Kepler-362,37.866281,0.207,1.45,2.7,36.667,543.0,5788.0,0.722,0.904,Transit,2014.0,0,1090.51
Kepler-363 b,Kepler-363,3.614568,0.048,1.16,1.65,1000.243,1347.0,5593.0,1.485,1.226,Transit,2014.0,0,762.596
Kepler-363 c,Kepler-363,7.542427,0.079,1.69,66.4,376.29,1054.0,5593.0,1.485,1.226,Transit,2014.0,0,762.596
Kepler-363 d,Kepler-363,11.932125,0.107,2.05,4.86,203.761,905.0,5593.0,1.485,1.226,Transit,2014.0,0,762.596
Kepler-364 b,Kepler-364,25.745718,0.178,1.55,3.02,68.71,753.0,6108.0,1.284,1.076,Transit,2014.0,0,891.462
Kepler-364 c,Kepler-364,59.980627,0.312,2.15,5.27,22.234,568.0,6108.0,1.284,1.076,Transit,2014.0,0,891.462
Kepler-365 b,Kepler-365,10.664903,0.098,2.04,4.82,132.15,865.0,6012.0,1.048,1.02,Transit,2014.0,0,1038.99
Kepler-365 c,Kepler-365,17.784129,0.137,1.64,3.33,66.87,729.0,6012.0,1.048,1.02,Transit,2014.0,0,1038.99
Kepler-366 b,Kepler-366,3.281959,0.045,1.46,2.73,1873.311,1326.0,6209.0,1.048,1.088,Transit,2014.0,0,1856.28
Kepler-366 c,Kepler-366,12.51616,0.11,1.79,3.86,286.6,848.0,6209.0,1.048,1.088,Transit,2014.0,0,1856.28
Kepler-367 b,Kepler-367,37.815724,0.201,1.3,2.24,5.985,401.0,4710.0,0.695,0.768,Transit,2014.0,0,188.027
Kepler-367 c,Kepler-367,53.578637,0.253,1.2,1.87,3.761,357.0,4710.0,0.695,0.768,Transit,2014.0,0,188.027
